"sk_loan_fact","sk_customer","sk_product","sk_branch","sk_employee","sk_collateral_type","sk_date_application","sk_date_approval","sk_date_disbursement","application_id","approval_id","disbursement_id","assessment_id","pledge_id","app_status","requested_amount","approved_amount","disbursed_amount","tenor_months","final_rate","dti_ratio","pd_score","credit_score","appraised_value"
934,2,38,14,74,42,230,232,231,934,934,934,934,934,Disbursed,20000000.00,240000000.00,110000000.00,12,15.59,45.92,0.2040,583,770000000.00
935,5,45,15,85,55,242,249,245,935,935,935,935,935,Submitted,370000000.00,330000000.00,170000000.00,120,6.99,45.81,0.3345,475,410000000.00
936,8,52,16,96,68,61,63,63,936,936,936,936,936,Under Review,160000000.00,300000000.00,80000000.00,24,8.06,15.16,0.2382,469,560000000.00
937,11,59,17,7,81,79,83,82,937,937,937,937,937,Approved,280000000.00,350000000.00,30000000.00,60,9.61,53.25,0.0797,693,620000000.00
938,14,66,18,18,94,98,101,100,938,938,938,938,938,Rejected,340000000.00,150000000.00,270000000.00,120,9.27,49.95,0.1384,510,330000000.00
939,17,73,19,29,7,118,125,122,939,939,939,939,939,Disbursed,170000000.00,240000000.00,30000000.00,36,9.81,18.23,0.2524,780,800000000.00
940,20,80,20,40,20,141,145,143,940,940,940,940,940,Submitted,290000000.00,390000000.00,400000000.00,60,13.24,60.58,0.0984,747,350000000.00
941,23,87,1,51,33,160,167,163,941,941,941,941,941,Under Review,140000000.00,350000000.00,300000000.00,12,16.68,19.62,0.2464,349,170000000.00
942,26,94,2,62,46,177,178,178,942,942,942,942,942,Approved,200000000.00,130000000.00,320000000.00,24,8.96,18.34,0.3064,490,800000000.00
943,29,1,3,73,59,188,191,190,943,943,943,943,943,Rejected,120000000.00,250000000.00,110000000.00,24,14.18,54.16,0.1915,378,770000000.00
944,32,8,4,84,72,204,207,206,944,944,944,944,944,Disbursed,130000000.00,110000000.00,170000000.00,24,15.66,59.74,0.1439,475,670000000.00
945,35,15,5,95,85,221,225,223,945,945,945,945,945,Submitted,380000000.00,100000000.00,310000000.00,36,5.51,23.10,0.2160,765,550000000.00
946,38,22,6,6,98,233,235,234,946,946,946,946,946,Under Review,330000000.00,180000000.00,280000000.00,60,11.78,32.70,0.2159,713,580000000.00
947,41,29,7,17,11,251,257,254,947,947,947,947,947,Approved,340000000.00,30000000.00,140000000.00,60,9.27,45.22,0.1502,511,540000000.00
948,44,36,8,28,24,67,69,69,948,948,948,948,948,Rejected,150000000.00,300000000.00,270000000.00,60,8.54,30.10,0.0931,760,360000000.00
949,47,43,9,39,37,88,93,92,949,949,949,949,949,Disbursed,470000000.00,240000000.00,260000000.00,60,11.08,59.85,0.3237,774,130000000.00
950,50,50,10,50,50,104,107,106,950,950,950,950,950,Submitted,60000000.00,20000000.00,110000000.00,120,17.41,32.62,0.0758,824,280000000.00
951,53,57,11,61,63,130,135,133,951,951,951,951,951,Under Review,50000000.00,250000000.00,350000000.00,12,6.11,54.93,0.1665,833,430000000.00
952,56,64,12,72,76,147,151,149,952,952,952,952,952,Approved,300000000.00,110000000.00,140000000.00,60,7.21,33.90,0.2346,337,410000000.00
953,59,71,13,83,89,149,155,151,953,953,953,953,953,Rejected,410000000.00,290000000.00,180000000.00,60,12.06,24.72,0.2036,525,260000000.00
954,62,78,14,94,2,172,174,174,954,954,954,954,954,Disbursed,20000000.00,70000000.00,230000000.00,12,13.53,60.76,0.0663,571,210000000.00
955,65,85,15,5,15,181,183,182,955,955,955,955,955,Submitted,320000000.00,400000000.00,170000000.00,36,14.84,48.39,0.2940,638,420000000.00
956,68,92,16,16,28,196,199,198,956,956,956,956,956,Under Review,30000000.00,80000000.00,370000000.00,60,15.39,64.57,0.0274,636,390000000.00
957,71,99,17,27,41,213,216,215,957,957,957,957,957,Approved,160000000.00,120000000.00,60000000.00,24,12.98,34.99,0.2026,400,380000000.00
958,74,6,18,38,54,229,231,230,958,958,958,958,958,Rejected,50000000.00,270000000.00,270000000.00,60,12.56,20.91,0.0901,457,690000000.00
959,77,13,19,49,67,239,246,242,959,959,959,959,959,Disbursed,170000000.00,110000000.00,330000000.00,36,11.98,57.66,0.0442,468,80000000.00
960,80,20,20,60,80,59,61,61,960,960,960,960,960,Submitted,460000000.00,380000000.00,120000000.00,24,6.55,33.34,0.2431,782,520000000.00
961,83,27,1,71,93,76,80,79,961,961,961,961,961,Under Review,230000000.00,190000000.00,350000000.00,12,12.62,23.50,0.1429,384,200000000.00
962,86,34,2,82,6,96,99,98,962,962,962,962,962,Approved,410000000.00,200000000.00,230000000.00,36,5.88,53.80,0.1851,773,350000000.00
963,89,41,3,93,19,114,121,118,963,963,963,963,963,Rejected,460000000.00,150000000.00,110000000.00,60,8.39,61.52,0.2800,821,480000000.00
964,92,48,4,4,32,139,143,141,964,964,964,964,964,Disbursed,40000000.00,390000000.00,320000000.00,12,8.37,51.14,0.1060,420,470000000.00
965,95,55,5,15,45,157,164,160,965,965,965,965,965,Submitted,280000000.00,50000000.00,180000000.00,12,5.88,16.69,0.0632,609,150000000.00
966,98,62,6,26,58,176,177,177,966,966,966,966,966,Under Review,130000000.00,130000000.00,120000000.00,60,5.59,36.12,0.1170,631,790000000.00
967,1,69,7,37,71,186,189,188,967,967,967,967,967,Approved,280000000.00,280000000.00,20000000.00,12,5.96,45.20,0.3354,451,300000000.00
968,4,76,8,48,84,202,205,204,968,968,968,968,968,Rejected,470000000.00,190000000.00,350000000.00,36,11.87,25.55,0.1231,645,710000000.00
969,7,83,9,59,97,219,222,221,969,969,969,969,969,Disbursed,290000000.00,320000000.00,280000000.00,12,15.45,31.63,0.1485,597,150000000.00
970,10,90,10,70,10,232,234,233,970,970,970,970,970,Submitted,400000000.00,270000000.00,350000000.00,120,8.68,16.94,0.0880,528,390000000.00
971,13,97,11,81,23,248,255,251,971,971,971,971,971,Under Review,40000000.00,30000000.00,210000000.00,24,11.52,55.16,0.1920,706,600000000.00
972,16,4,12,92,36,65,67,67,972,972,972,972,972,Approved,330000000.00,290000000.00,170000000.00,120,6.46,51.29,0.0703,594,80000000.00
973,19,11,13,3,49,85,89,88,973,973,973,973,973,Rejected,30000000.00,200000000.00,360000000.00,12,9.21,60.30,0.0794,473,190000000.00
974,22,18,14,14,62,102,105,104,974,974,974,974,974,Disbursed,420000000.00,90000000.00,230000000.00,12,14.68,53.93,0.2801,424,290000000.00
975,25,25,15,25,75,126,132,130,975,975,975,975,975,Submitted,340000000.00,360000000.00,30000000.00,120,16.84,54.45,0.1301,425,310000000.00
976,28,32,16,36,88,145,149,147,976,976,976,976,976,Under Review,60000000.00,80000000.00,270000000.00,24,15.19,46.58,0.0201,464,620000000.00
977,31,39,17,47,1,166,173,170,977,977,977,977,977,Approved,120000000.00,140000000.00,40000000.00,24,16.30,39.72,0.2721,368,540000000.00
978,34,46,18,58,14,179,180,180,978,978,978,978,978,Rejected,140000000.00,70000000.00,80000000.00,12,7.11,35.78,0.2948,317,660000000.00
979,37,53,19,69,27,192,195,194,979,979,979,979,979,Disbursed,370000000.00,210000000.00,290000000.00,12,11.94,55.54,0.2773,784,380000000.00
980,40,60,20,80,40,208,212,211,980,980,980,980,980,Submitted,40000000.00,250000000.00,210000000.00,12,6.40,32.00,0.1501,440,740000000.00
981,43,67,1,91,53,210,214,213,981,981,981,981,981,Under Review,280000000.00,180000000.00,220000000.00,12,14.72,45.15,0.2995,635,190000000.00
982,46,74,2,2,66,228,230,229,982,982,982,982,982,Approved,130000000.00,370000000.00,360000000.00,120,16.72,53.03,0.2666,380,170000000.00
983,49,81,3,13,79,236,243,239,983,983,983,983,983,Rejected,370000000.00,390000000.00,320000000.00,36,5.55,31.66,0.2620,341,190000000.00
984,52,88,4,24,92,57,59,59,984,984,984,984,984,Disbursed,320000000.00,30000000.00,100000000.00,36,11.14,23.42,0.2305,409,200000000.00
985,55,95,5,35,5,73,77,76,985,985,985,985,985,Submitted,490000000.00,50000000.00,260000000.00,120,10.66,51.49,0.2962,305,370000000.00
986,58,2,6,46,18,94,97,96,986,986,986,986,986,Under Review,350000000.00,180000000.00,330000000.00,36,13.28,28.47,0.2196,714,600000000.00
987,61,9,7,57,31,110,117,114,987,987,987,987,987,Approved,90000000.00,160000000.00,40000000.00,60,17.48,21.00,0.2381,559,120000000.00
988,64,16,8,68,44,137,141,139,988,988,988,988,988,Rejected,450000000.00,230000000.00,110000000.00,60,7.98,50.86,0.2922,583,200000000.00
989,67,23,9,79,57,154,161,157,989,989,989,989,989,Disbursed,480000000.00,140000000.00,170000000.00,12,15.94,25.08,0.2259,720,520000000.00
990,70,30,10,90,70,175,176,176,990,990,990,990,990,Submitted,330000000.00,200000000.00,90000000.00,36,7.95,54.07,0.2935,558,740000000.00
991,73,37,11,1,83,184,187,186,991,991,991,991,991,Under Review,110000000.00,140000000.00,190000000.00,36,13.76,44.32,0.1283,736,640000000.00
992,76,44,12,12,96,200,203,202,992,992,992,992,992,Approved,260000000.00,340000000.00,110000000.00,36,13.20,26.72,0.1752,525,770000000.00
993,79,51,13,23,9,217,220,219,993,993,993,993,993,Rejected,190000000.00,200000000.00,170000000.00,36,8.53,16.01,0.2028,401,370000000.00
994,82,58,14,34,22,231,233,232,994,994,994,994,994,Disbursed,130000000.00,130000000.00,210000000.00,60,6.80,42.69,0.2031,452,310000000.00
995,85,65,15,45,35,245,252,248,995,995,995,995,995,Submitted,180000000.00,230000000.00,170000000.00,36,9.78,38.59,0.0767,711,120000000.00
996,88,72,16,56,48,63,65,65,996,996,996,996,996,Under Review,230000000.00,360000000.00,60000000.00,60,17.45,26.57,0.3046,316,590000000.00
997,91,79,17,67,61,82,86,85,997,997,997,997,997,Approved,450000000.00,190000000.00,300000000.00,120,13.22,16.83,0.0140,526,220000000.00
998,94,86,18,78,74,100,103,102,998,998,998,998,998,Rejected,70000000.00,190000000.00,20000000.00,36,11.99,52.32,0.3290,421,670000000.00
999,97,93,19,89,87,122,129,126,999,999,999,999,999,Disbursed,150000000.00,370000000.00,30000000.00,60,13.85,15.00,0.2468,390,640000000.00
1000,100,100,20,100,100,143,147,145,1000,1000,1000,1000,1000,Submitted,420000000.00,100000000.00,50000000.00,120,9.04,17.26,0.0710,497,320000000.00
